"BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"11110163","R","SW","SW corner of LEXINGTON AV and E 108 ST","D","MN111","999,308.03844157","228,361.20343229","999,360.4156334","228,389.37594813","LEXINGTON AV","E 108 ST","6272","POINT (-73.945617664 40.7934619589)"
"30310110","R","NW","NW corner of PARK AV and THROOP AV","D","BKN031","999,726.40669932","193,722.05617529","999,760.47421648","193,687.54246479","PARK AV","THROOP AV","23099","POINT (-73.9441864298 40.6983854919)"
"10130191","S","NW","NW corner of CHURCH ST and DUANE ST","D","MN013","982,259.34058364","200,207.24694505","982,264.61681981","200,167.53573838","CHURCH ST","DUANE ST","8680","POINT (-74.0071809625 40.7161991173)"
"30350032","R","NE","NE corner of GATES AV and RALPH AV","D","BKN035","1,005,356.68185607","190,453.75726572","1,005,349.14709423","190,432.5686598","GATES AV","RALPH AV","12939","POINT (-73.9238918526 40.6894031339)"
"11120183","R","NW","NW corner of 3 AV and E 117 ST","D","MN112","1,000,969.93734872","230,307.20150881","1,000,968.76871589","230,278.02046479","3 AV","E 117 ST","12703","POINT (-73.9396108474 40.7988002061)"
"31320029","S","NE","NE corner of NEPTUNE AV and BRIGHTON 6 ST","D","BKS132","994,626.3483299","151,153.26073563","994,598.21748065","151,114.40877922","NEPTUNE AV","BRIGHTON 6 ST","11375","POINT (-73.9626445659 40.5815507402)"
"30320074","R","NW","NW corner of BEDFORD AV and FULTON ST","D","BKN032","997,121.54314265","187,321.29994796","997,147.04440399","187,296.26587729","BEDFORD AV","FULTON ST","23722","POINT (-73.9535927455 40.6808210633)"
"10110247","C","NW","NW corner of BATTERY PL and GREENWICH ST","B","MN011","980,090.28881939","196,123.01429988","980,087.99912581","196,085.12395571","BATTERY PL","GREENWICH ST","8560","POINT (-74.0150029214 40.7049881148)"
"30720082","S","W","W corner of 38 ST and 4 AV","D","BKS072","982,618.94878832","177,242.67148322","982,645.62393181","177,255.58976446","38 ST","4 AV","14009","POINT (-74.0058781786 40.6531666792)"
"31530051","S","SE","SE corner of EMMONS AV and SHORE BLVD","D","BKS153","997,042.04723865","151,676.47622463","997,044.79067148","151,685.5792248","EMMONS AV","SHORE BLVD","13632","POINT (-73.9539469259 40.5829837062)"
"50140045","S","Direction TBD","Location Description T/K","D","SI014","938,530.21150665","167,829.54496829","938,518.82630404","167,788.01764645","Street Name TBD",,"15117","POINT (-74.1647064938 40.6272118342)"
"10750197","S","NE","NE corner of BROADWAY and W 101 ST","D","MN075","992,808.63969497","229,946.67762356","992,760.81925257","229,943.93320647","BROADWAY","W 101 ST","19343","POINT (-73.9690883186 40.7978223401)"
"10850180","H","NE","NE corner of 2 AV and E 92 ST","D","MN085","998,456.93810965","224,071.56076488","998,423.50149673","224,071.0545323","2 AV","E 92 ST","20020","POINT (-73.9487004977 40.7816894495)"
"21120036","S","SW","SW corner of ALLERTON AV and CRUGER AV","D","BX112","1,021,169.02884023","254,531.73442447","1,021,197.53107981","254,578.61818896","ALLERTON AV","CRUGER AV","8407","POINT (-73.86652243 40.8652281979)"
"10740104","S","SW","SW corner of COLUMBUS AV and W 100 ST","D","MN074","993,702.83016381","229,063.92938905","993,731.27662922","229,089.93885146","COLUMBUS AV","W 100 ST","3014","POINT (-73.9658599676 40.7953985248)"
"41230009","S","Direction TBD","Location Description T/K","D","QE123","1,041,464.55222547","194,130.39689405","1,041,528.9832193","194,169.21619454","Street Name TBD",,"12886","POINT (-73.7936603307 40.6993348664)"
"41130020","S","E","E corner of UTOPIA PKWY and 188 ST","D","QE113","1,041,844.46747614","213,580.19460855","1,041,830.32741256","213,533.49982005","UTOPIA PKWY","188 ST","11550","POINT (-73.792123744 40.7527172159)"
"21030021","R","S","S corner of LAFAYETTE AV and E TREMONT AV","D","BX103","1,032,582.97845323","241,488.70801713","1,032,592.61294839","241,555.7046023","LAFAYETTE AV","E TREMONT AV","6965","POINT (-73.8253503928 40.8293738891)"
"50210020","S","SE","SE corner of NARROWS RD S and HYLAN BLVD","D","SI021","963,137.3207569","159,757.31800255","963,111.52815756","159,838.26305063","NARROWS RD S","HYLAN BLVD","15014","POINT (-74.0760336973 40.6051480717)"
"20510058","R","S","S corner of W BURNSIDE AV and GRAND AV","D","BX051","1,009,313.70707847","250,340.7756148","1,009,304.04404005","250,373.6180688","W BURNSIDE AV","GRAND AV","23067","POINT (-73.9093999587 40.8537669027)"
"10810085","S","NW","NW corner of MADISON AV and E 59 ST","D","MN081","992,145.56162481","217,545.37795113","992,152.85819815","217,506.76943255","MADISON AV","E 59 ST","5135","POINT (-73.9714977656 40.7637846767)"
"40770024","S","NW","NW corner of NORTHERN BLVD and 150 ST","D","QE077","1,035,408.04695006","218,208.34217638","1,035,422.03347065","218,179.8852123","NORTHERN BLVD","150 ST","11398","POINT (-73.8153194866 40.7654598494)"
"11220029","S","SE","SE corner of W 181 ST and PINEHURST AV","D","MN122","1,001,092.64937365","249,301.8229683","1,001,071.3984319","249,358.16373488","W 181 ST","PINEHURST AV","6660","POINT (-73.9391199553 40.8509347974)"
"41410012","R","E","E corner of BEACH CHANNEL DR and BEACH 116 ST","D","QE141","1,029,289.40039472","151,166.43492188","1,029,236.91460732","151,182.9621198","BEACH CHANNEL DR","BEACH 116 ST","16616","POINT (-73.8378557281 40.581478558)"
"31730089","S","SE","SE corner of CHURCH AV and E 48 ST","D","BKN173","1,003,090.07418457","176,618.96669388","1,003,048.09854673","176,671.60536814","CHURCH AV","E 48 ST","8977","POINT (-73.9321036297 40.6514348548)"
"10620161","H","SE","SE corner of MADISON AV and E 39 ST","B","MN062","989,623.57454281","212,780.90421239","989,619.18216315","212,824.52157922","MADISON AV","E 39 ST","2781","POINT (-73.9806057092 40.7507093051)"
"30810220","D","NE","Unknown median on GRAND ARMY PLZ","O","BKN081","992,567.89247306","184,483.18948247","992,573.30716039","184,384.08239722","GRAND ARMY PLZ","GRAND ARMY PLZ","101180","POINT (-73.970014047 40.6730365416)"
"30210146","S","W","W corner of OLD FULTON ST and EVERIT ST","D","BKN021","985,777.31025372","195,267.89593138","985,826.13856815","195,300.50511813","OLD FULTON ST","EVERIT ST","11254","POINT (-73.9944916106 40.7026418618)"
"11220136","S","NW","NW corner of W 181 ST and WADSWORTH AV","D","MN122","1,002,221.67861165","248,974.73832063","1,002,233.90430897","248,939.91227479","W 181 ST","WADSWORTH AV","7484","POINT (-73.9350398039 40.8500348212)"
"10130151","S","NW","NW corner of HUDSON ST and READE ST","D","MN013","981,657.28076415","200,280.89049855","981,677.91523731","200,240.59694396","HUDSON ST","READE ST","8429","POINT (-74.0093528184 40.7164010953)"
"10850040","S","SE","SE corner of 5 AV and E 95 ST","D","MN085","996,381.80085573","226,022.20351714","996,370.8251559","226,056.81171563","5 AV","E 95 ST","4824","POINT (-73.9561900385 40.7870465355)"
"11240107","S","E","E corner of W 204 ST and POST AV","D","MN124","1,006,101.65641598","254,069.66776329","1,006,063.68995647","254,095.57125481","W 204 ST","POST AV","8308","POINT (-73.9209986846 40.8640101223)"
"41340018","R","SE","SE corner of SPRINGFIELD BLVD and HEMPSTEAD AV","D","QE134","1,057,606.68627973","199,157.76938522","1,057,526.73237139","199,205.78766188","SPRINGFIELD BLVD","HEMPSTEAD AV","14541","POINT (-73.7353905724 40.713014667)"
"31870027","R","S","S corner of AV S and E 37 ST","O","BKS187","1,003,522.84431639","161,506.34764096","1,003,520.06676289","161,574.96528588","AV S","E 37 ST","12188","POINT (-73.9305871588 40.6099529909)"
"11110149","S","SW","SW corner of 1 AV and E 110 ST","D","MN111","1,001,269.55321932","227,897.61446446","1,001,320.72995423","227,897.9563273","1 AV","E 110 ST","6107","POINT (-73.9385348003 40.7921859725)"
"30410157","R","S","S corner of WILSON AV and MELROSE ST","D","BKN041","1,003,915.04267898","195,203.77499664","1,003,913.47772148","195,240.6692798","WILSON AV","MELROSE ST","22085","POINT (-73.9290763593 40.7024441457)"
"50130071","S","SW","SW corner of CASTLETON AV and N BURGHER AV","D","SI013","952,423.08660798","170,503.06061864","952,445.87691672","170,538.06120481","CASTLETON AV","N BURGHER AV","14420","POINT (-74.1146697985 40.6346108699)"
"11120118","S","NE","NE corner of 2 AV and E 111 ST","D","MN112","1,000,898.5326359","228,491.12869738","1,000,872.51562756","228,491.4689198","2 AV","E 111 ST","8263","POINT (-73.9398732495 40.7938157152)"
"20610008","H",,,"B","BX061","1,014,299.0196144","252,964.32614197",,,,,"9577","POINT (-73.8913673561 40.8609521981)"
"30120097","R","S","S corner of WYTHE AV and N 6 ST","O","BKN012","995,061.04234239","201,142.91600546","995,055.6542298","201,192.03204897","WYTHE AV","N 6 ST","14985","POINT (-73.9609995182 40.7187609226)"
"20940034","S","NW","NW corner of CASTLE HILL AV and LACOMBE AV","D","BX094","1,026,355.67693147","236,991.55985922","1,026,407.99277173","236,956.7472648","CASTLE HILL AV","LACOMBE AV","10873","POINT (-73.8478807106 40.8170623932)"
"10430015","H","Direction TBD","Location Description T/K","B","MN043","988,108.09364989","217,967.79967846","988,083.37366305","217,923.27648125","Street Name TBD",,"1188","POINT (-73.9860724022 40.7649467991)"
"30110079","R","SE","SE corner of FRANKLIN ST and MILTON ST","D","BKN011","996,097.00352506","204,885.68115771","996,061.18371481","204,920.71881729","FRANKLIN ST","MILTON ST","29466","POINT (-73.9572557342 40.7290325781)"
"11240162","R","S","S corner of SHERMAN AV and W 207 ST","D","MN124","1,006,346.93676531","254,637.27259922","1,006,365.91671422","254,679.00184646","SHERMAN AV","W 207 ST","10704","POINT (-73.92011004 40.8655674144)"
"11010447","S","NW","NW corner of LENOX AV and W 112 ST","D","MN101","997,626.6336679","230,619.32982154","997,635.38299423","230,584.57168896","LENOX AV","W 112 ST","37296","POINT (-73.9516855837 40.7996626068)"
"10830045","H","SW","SW corner of 3 AV and E 80 ST","B","MN083","996,132.87812522","221,611.19626305","996,173.5125584","221,624.69787647","3 AV","E 80 ST","4992","POINT (-73.9570967416 40.7749398289)"
"10910081","S","NE","NE corner of W 122 ST and CLAREMONT AV","D","MN091","994,813.42341507","235,228.1345803","994,773.35492565","235,214.11623563","W 122 ST","CLAREMONT AV","4045","POINT (-73.9618392285 40.812316315)"
"40760037","R","Direction TBD","Location Description T/K","O","QE076","1,036,277.68661498","227,979.26292321","1,036,288.71431454","227,943.53764226","Street Name TBD","11 AV","16469","POINT (-73.8121044372 40.7922733099)"
"31150015","S","S","S corner of 86 ST and 23 AV","D","BKS115","986,625.22555265","157,963.7654873","986,585.95988314","158,043.89623255","86 ST","23 AV","18602","POINT (-73.9914466607 40.6002499666)"
"40410105","D","N","Median at N corner of BAXTER AV and 82 ST","O","QW041","1,016,505.04243331","211,210.53071271","1,016,500.58509314","211,156.50391789","BAXTER AV","82 ST","96068","POINT (-73.8835927862 40.7463418332)"
"11210095","R","NE","NE corner of BROADWAY and W 158 ST","D","MN121","999,714.69904555","243,377.04971288","999,685.05737256","243,369.7364073","BROADWAY","W 158 ST","8110","POINT (-73.9441144056 40.8346755519)"
"11230209","S","S","S corner of NAGLE AV and SICKLES ST","D","MN123","1,004,354.31148548","252,774.3396453","1,004,365.61330014","252,812.14895289","NAGLE AV","SICKLES ST","17630","POINT (-73.927319825 40.8604589911)"
"10830055","H","SW","SW corner of YORK AV and E 79 ST","B","MN083","997,879.32213889","220,303.26810463","997,933.92242339","220,309.90719897","YORK AV","E 79 ST","5193","POINT (-73.9507938408 40.7713473886)"
"31320317","R","NE","NE corner of MERMAID AV and W 17 ST","D","BKS132","988,524.90121523","149,431.5679848","988,495.73952815","149,384.14353897","MERMAID AV","W 17 ST","54299","POINT (-73.9846112047 40.5768300753)"
"10340086","R","NE","NE corner of 2 AV and E 11 ST","D","MN034","988,101.04084247","205,387.34124364","988,062.57438397","205,375.14343338","2 AV","E 11 ST","22985","POINT (-73.9861050665 40.7304166076)"
"10310054","C","SW","SW corner of MULBERRY ST and WALKER ST","B","MN031","984,568.25296056","200,489.21160422","984,610.15346731","200,503.42417422","MULBERRY ST","WALKER ST","22428","POINT (-73.9988519437 40.716973261)"
"10850247","R","NE","NE corner of LEXINGTON AV and E 89 ST","D","MN085","997,028.00527197","223,995.62390888","996,974.9578059","223,979.02715729","LEXINGTON AV","E 89 ST","20057","POINT (-73.9538603415 40.7814832043)"
"20210135","S","Direction TBD","Location Description T/K","D","BX021","1,013,334.88670014","237,002.15760705","1,013,282.99673291","237,042.68396135","Street Name TBD",,"20386","POINT (-73.8949220894 40.8171439474)"
"10520517","H","NE","NE corner of MADISON AV and E 50 ST","B","MN052","991,101.27335906","215,400.04234681","991,048.13599815","215,386.40293838","MADISON AV","E 50 ST","2635","POINT (-73.9752697341 40.7578971522)"
"10520806","H","NW","NW corner of LEXINGTON AV and E 55 ST","B","MN052","992,455.29394498","216,135.15472172","992,521.91257815","216,060.84056588","LEXINGTON AV","E 55 ST","79258","POINT (-73.9703813825 40.7599136946)"
"30530043","D","Direction TBD","Location Description T/K","O","BKN053","1,017,412.95137864","182,045.42270446","1,017,452.50147215","182,067.87373226","Street Name TBD",,"96552","POINT (-73.8804598195 40.6662872151)"
"40620027","S","W","W corner of 63 DR and SAUNDERS ST","D","QW062","1,022,159.28932689","204,962.17017797","1,022,231.06903897","205,003.10710396","63 DR","SAUNDERS ST","21575","POINT (-73.8632220669 40.72916922)"
"30920017","S","SE","SE corner of NEW YORK AV and STERLING ST","D","BKN092","998,751.01921439","180,869.73837605","998,700.31229481","180,920.3042198","NEW YORK AV","STERLING ST","11790","POINT (-73.9477316887 40.6631104566)"
"10220334","H",,"Unknown corner on COOPER SQ","B","MN022","986,593.22725706","204,452.85656405","986,615.99263148","204,438.91171005","COOPER SQ","COOPER SQ","25295","POINT (-73.9915457313 40.7278522034)"
"20720049","S","W","W corner of BEDFORD PARK BLVD and BRIGGS AV","D","BX072","1,015,626.13408615","256,528.93515447","1,015,679.5696748","256,537.38395646","BEDFORD PARK BLVD","BRIGGS AV","10531","POINT (-73.8865529128 40.8707313427)"
"40720002","S","SW","SW corner of MAIN ST and 59 AV","D","QE072","1,032,510.99073631","210,216.66229363","1,032,523.72561897","210,321.00985396","MAIN ST","59 AV","15373","POINT (-73.8258351898 40.7435410521)"
"21110135","D","W","W corner of UNIONPORT RD and WHITE PLAINS RD","O","BX111","1,020,590.56182131","249,401.50124663","1,020,675.5541054","249,351.77857704","UNIONPORT RD","WHITE PLAINS RD","100699","POINT (-73.8686416384 40.8511496622)"
"10420286","S","NE","NE corner of 7 AV and W 24 ST","D","MN042","985,677.78781498","210,624.52958813","985,630.53856565","210,615.41182421","7 AV","W 24 ST","1431","POINT (-73.9948472898 40.7447921165)"
"10430219","S","NW","NW corner of 8 AV and W 53 ST","D","MN043","988,449.36002773","217,767.82435663","988,455.66086814","217,720.82084172","8 AV","W 53 ST","1613","POINT (-73.9848405662 40.764397763)"
"50340002","S","N","N corner of HYLAN BLVD and BENNETT PL","D","SI034","938,652.06100048","131,915.65551013","938,633.03413564","131,810.53695397","HYLAN BLVD","BENNETT PL","14272","POINT (-74.1640252655 40.528636092)"
"40430008","S","SE","SE corner of ROOSEVELT AV and 99 ST","D","QW043","1,021,307.35172631","212,302.70569372","1,021,257.21567173","212,331.80963813","ROOSEVELT AV","99 ST","14843","POINT (-73.8662554428 40.7493207552)"
"10110342","C","SE","SE corner of BROADWAY and PINE ST","B","MN011","981,141.22339732","197,238.32637371","981,134.05149564","197,298.90958588","BROADWAY","PINE ST","6205","POINT (-74.0112130076 40.7080498148)"
"20210156","D","Direction TBD","Location Description T/K","O","BX021","1,012,867.3728714","237,844.7395833","1,012,898.83142038","237,857.52377639","Street Name TBD",,"95276","POINT (-73.8966075293 40.8194581233)"
"10610011","S","SE","SE corner of IRVING PL and E 17 ST","D","MN061","987,764.41454724","207,303.16812064","987,756.32827731","207,350.93344505","IRVING PL","E 17 ST","2445","POINT (-73.9873186465 40.7356752217)"
"40940150","S","S","S corner of JAMAICA AV and 131 ST","D","QW094","1,033,656.0950734","194,977.79021238","1,033,665.12983222","195,020.86591363","JAMAICA AV","131 ST","27857","POINT (-73.8218146016 40.7017077981)"
"30220014","H","W","W corner of LIVINGSTON ST and HOYT ST","B","BKN022","988,137.52830231","190,495.05508338","988,176.81628148","190,510.4523623","LIVINGSTON ST","HOYT ST","9340","POINT (-73.9859820149 40.6895408004)"
"20830012","S","NW","NW corner of BROADWAY and W 251 ST","D","BX083","1,012,702.15535407","265,715.35378946","1,012,769.86420815","265,682.63797563","BROADWAY","W 251 ST","9731","POINT (-73.8970861464 40.8959550851)"
"30120115","R","N","N corner of BEDFORD AV and N 7 ST","O","BKN012","995,964.1346963","200,872.24725546","995,965.81645148","200,831.1305398","BEDFORD AV","N 7 ST","34325","POINT (-73.9577421136 40.7180168523)"
"11120104","R","SW","SW corner of 3 AV and E 111 ST","D","MN112","1,000,120.35013714","228,798.16679722","1,000,171.4966884","228,835.80878229","3 AV","E 111 ST","8228","POINT (-73.9426829561 40.7946598834)"
"20110278","D",,"Unknown corner on E 138 ST","O","BX011","1,003,598.72671056","235,397.32617106","1,003,594.24902923","235,493.83024313","E 138 ST",,"95264","POINT (-73.9301015067 40.8127658258)"
"10220100","S","N","N corner of WASHINGTON ST and W 10 ST","D","MN022","981,935.69392122","206,527.39047271","981,905.48039898","206,496.27012813","WASHINGTON ST","W 10 ST","131","POINT (-74.0083506358 40.7335462986)"
"31550037","S","SE","SE corner of AV X and SHELL RD","D","BKS155","991,503.78600548","154,225.15813513","991,480.79261315","154,254.72402088","AV X","SHELL RD","26265","POINT (-73.9738826668 40.5899855923)"
"20520119","D","N","Median at N corner of GRAND CONCOURSE and E TREMONT AV","O","BX052","1,010,233.96015923","248,908.93792731","1,010,233.48509456","248,871.5757973","GRAND CONCOURSE","E TREMONT AV","95325","POINT (-73.9060789889 40.8498342751)"
"40320081","S","SE","SE corner of 37 AV and 89 ST","D","QW032","1,018,149.08245231","212,653.18662004","1,018,126.95290339","212,682.50119397","37 AV","89 ST","16535","POINT (-73.8776522443 40.7502954074)"
"30350049","H","NE","NE corner of FULTON ST and HOWARD AV","D","BKN035","1,006,711.87369947","186,604.69147305","1,006,692.82879007","186,591.86767981","FULTON ST","HOWARD AV","18479","POINT (-73.9190180281 40.6788349956)"
"40710112","S","SW","SW corner of MAIN ST and 39 AV","D","QE071","1,031,122.60342123","216,216.04727647","1,031,190.90348148","216,282.10029396","MAIN ST","39 AV","11733","POINT (-73.8308037863 40.7600152829)"
"31710026","S","S","S corner of CLARKSON AV and E 92 ST","D","BKN171","1,005,345.36035639","179,179.94451155","1,005,357.75272006","179,216.14096147","CLARKSON AV","E 92 ST","10161","POINT (-73.9239679613 40.658459091)"
"31150067","D","Direction TBD","Location Description T/K","O","BKS115","986,133.62548597","155,956.73505256","986,177.8991457","155,921.74343878","Street Name TBD",,"96188","POINT (-73.9932175036 40.5947411915)"
"40830024","S","N","N corner of MAIN ST and 75 AV","D","QE083","1,034,090.33862747","203,184.97327305","1,034,066.28454173","203,134.78046004","MAIN ST","75 AV","14105","POINT (-73.8201877267 40.724232077)"
"20520005","R","E","E corner of MORRIS AV and E 183 ST","D","BX052","1,011,451.43082139","251,937.5775393","1,011,411.21863148","251,929.72912981","MORRIS AV","E 183 ST","22736","POINT (-73.9016660626 40.8581433169)"
"10520054","H","NW","NW corner of VANDERBILT AV and E 43 ST","B","MN052","990,360.75023381","213,741.86095189","990,371.59207565","213,681.28495754","VANDERBILT AV","E 43 ST","1934","POINT (-73.9779442236 40.7533464093)"
"10840038","H","SE","SE corner of E 86 ST and LEXINGTON AV","D","MN084","996,576.77487522","223,180.26792805","996,559.47635339","223,227.95582479","E 86 ST","LEXINGTON AV","4624","POINT (-73.9554911694 40.7792459091)"
"10610127","S","NE","NE corner of 3 AV and E 22 ST","D","MN061","988,866.18563764","208,224.37526771","988,828.14371897","208,207.10955422","3 AV","E 22 ST","18880","POINT (-73.9833424024 40.7382032011)"
"10520492","H","NE","NE corner of 5 AV and E 54 ST","B","MN052","991,164.44252406","216,560.4730968","991,108.06698065","216,548.43473505","5 AV","E 54 ST","2597","POINT (-73.9750405261 40.7610821881)"
"10210088","H","SE","SE corner of SPRING ST and WOOSTER ST","D","MN021","983,948.77388457","203,047.62840338","983,942.97304314","203,086.41769588","SPRING ST","WOOSTER ST","11","POINT (-74.0010867487 40.723995499)"
"41410102","R",,,"D","QE141",,,,,,,"44170","POINT (-73.8317488984 40.5811455421)"
"31750055","S","SE","SE corner of AV D and NEW YORK AV","D","BKN175","999,402.31384356","172,804.57930955","999,368.45072231","172,838.82103896","AV D","NEW YORK AV","8996","POINT (-73.9454022445 40.6409722649)"
"31250033","R","Direction TBD","Location Description T/K","O","BKS125","990,024.8358794","173,348.33478372","990,001.92286018","173,345.05496499","Street Name TBD",,"18707","POINT (-73.979191286 40.6424758354)"
"10610224","R","S","S corner of AV C and E 20 ST","D","MN061","991,308.22471681","206,139.15962188","991,317.78112814","206,160.62775479","AV C","E 20 ST","88454","POINT (-73.974532444 40.7324781869)"
"30330190","S","SW","SW corner of PUTNAM AV and TOMPKINS AV","D","BKN033","999,686.71484956","188,664.3989678","999,713.88966398","188,713.90411814","PUTNAM AV","TOMPKINS AV","83654","POINT (-73.9443411625 40.6845034618)"
"20310184","R","NW","NW corner of 3 AV and E 166 ST","O","BX031","1,009,889.93066356","240,929.56969972","1,009,903.40635839","240,910.08909564","3 AV","E 166 ST","20709","POINT (-73.9073530136 40.8279342464)"
"10130164","S","SE","SE corner of CHURCH ST and WHITE ST","D","MN013","982,924.68472539","201,105.02598938","982,926.89895982","201,145.27984588","CHURCH ST","WHITE ST","8452","POINT (-74.0047810244 40.7186634301)"
"11010116","H","NE","NE corner of MANHATTAN AV and W 120 ST","B","MN101","996,798.95159623","233,523.43884271","996,751.35031349","233,508.80698222","MANHATTAN AV","W 120 ST","5262","POINT (-73.9546696199 40.8076348016)"
"10520289","R","NW","NW corner of MADISON AV and E 51 ST","D","MN052","991,117.15521707","215,690.90036088","991,121.8628848","215,646.04480755","MADISON AV","E 51 ST","2064","POINT (-73.9752121101 40.7586954708)"
"40410069","S","W","W corner of BROADWAY and 81 ST","D","QW041","1,016,345.19728056","210,102.99290155","1,016,397.64205757","210,122.22088146","BROADWAY","81 ST","15068","POINT (-73.8841749457 40.7433025034)"
"31710004","H","N","N corner of ROCKAWAY PKWY and CLARKSON AV","D","BKN171","1,006,440.13966289","180,225.45784047","1,006,428.55438423","180,193.9966173","ROCKAWAY PKWY","CLARKSON AV","10010","POINT (-73.920018712 40.6613261178)"
"10840006","S","SW","SW corner of PARK AV and E 83 ST","D","MN084","995,618.87160732","222,805.24997731","995,648.32660089","222,821.76897313","PARK AV","E 83 ST","4242","POINT (-73.9589505471 40.7782178679)"
"30610050","S","S","S corner of VAN BRUNT ST and KING ST","D","BKS061","981,017.50317231","186,324.52011739","981,012.69018981","186,404.48944563","VAN BRUNT ST","KING ST","12169","POINT (-74.0116540154 40.6780938968)"
"11010165","H","NW","NW corner of W 125 ST and 5 AV","B","MN101","1,000,228.63371323","233,169.54880247","1,000,231.3686159","233,120.70506813","W 125 ST","5 AV","21880","POINT (-73.9422814788 40.8066579343)"
"30320167","S","NE","NE corner of BEDFORD AV and HALSEY ST","D","BKN032","997,176.76448889","187,577.38604997","997,165.22350147","187,554.9366198","BEDFORD AV","HALSEY ST","91665","POINT (-73.9533931585 40.6815238809)"
"30130029","S","NW","NW corner of METROPOLITAN AV and MANHATTAN AVE","D","BKN013","999,144.91901715","199,584.53231122","999,180.3999173","199,567.64225313","METROPOLITAN AV","MANHATTAN AVE","15557","POINT (-73.946270518 40.7144776004)"
"10810091","H","NE","NE corner of 5 AV and E 60 ST","B","MN081","991,922.17526056","217,961.31379905","991,886.07723564","217,950.03626254","5 AV","E 60 ST","5145","POINT (-73.9723036946 40.7649265099)"
"10720145","H","NW","NW corner of W 72 ST and BROADWAY","B","MN072","989,185.04523614","223,076.97154671","989,204.1268909","223,057.44763564","W 72 ST","BROADWAY","3783","POINT (-73.9821808887 40.7789696057)"
"30640061","R","E","E corner of 5 AV and 5 ST","D","BKS064","988,696.86740673","183,961.49958096","988,642.44855231","183,955.85589147","5 AV","5 ST","17768","POINT (-73.9839694131 40.6716074106)"
"10520777","H","NW","NW corner of PARK AV and E 49 ST","B","MN052","991,297.45177248","215,001.11926013","991,289.77265398","214,955.30800004","PARK AV","E 49 ST","60398","POINT (-73.9745620293 40.756802056)"
"31020061","H","S","S corner of 5 AV and 82 ST","B","BKS102","977,411.21707781","166,637.92005497","977,397.42576681","166,700.56494279","5 AV","82 ST","19531","POINT (-74.0246356795 40.624056413)"
"30240158","C","Direction TBD","Location Description T/K","B","BKN024","989,665.9940774","190,088.86167005","989,659.03890453","190,085.02474182","Street Name TBD",,"17774","POINT (-73.9804708678 40.6884250896)"
"20730099","S","E","E corner of E GUN HILL RD and ROCHAMBEAU AV","D","BX073","1,017,687.21296923","260,478.3891978","1,017,638.73898481","260,471.88068064","E GUN HILL RD","ROCHAMBEAU AV","23577","POINT (-73.8790809406 40.8815637977)"
"10410086","H","NE","NE corner of 7 AV and W 14 ST","B","MN041","984,466.58551298","208,334.02826363","984,382.96560147","208,361.94520254","7 AV","W 14 ST","802","POINT (-73.9992184433 40.7385053734)"
"50140063","S",,"Unknown corner on SOUTH AV","D","SI014","937,567.06645131","165,790.79084371","937,516.17580506","165,773.2872698","SOUTH AV",,"14476","POINT (-74.1681621359 40.6216108683)"
"10210181","R","NE","NE corner of PRINCE ST and SULLIVAN ST","D","MN021","983,678.83019873","203,975.57405405","983,620.10295397","203,961.56030256","PRINCE ST","SULLIVAN ST","19402","POINT (-74.0020607169 40.7265424711)"
"50120012","S","E","E corner of FOREST AV and CITY BLVD","D","SI012","955,030.48624881","168,986.13681522","954,967.29903923","169,012.5130748","FOREST AV","CITY BLVD","13857","POINT (-74.1052689897 40.6304562232)"
"40140023","S","E","E corner of 30 AV and 37 ST","D","QW014","1,007,436.01103073","217,878.29493621","1,007,383.01769839","217,878.68174647","30 AV","37 ST","14630","POINT (-73.9162995564 40.7646715693)"
"10430022","H","Direction TBD","Location Description T/K","B","MN043","986,466.55001698","215,268.12889671","986,437.885216","215,216.47218931","Street Name TBD",,"1205","POINT (-73.9919992136 40.7575374601)"
"41220058","H","S","S corner of FARMERS BLVD and JORDAN AV","D","QE122","1,049,202.64829782","195,045.58666472","1,049,197.81234948","195,080.89466497","FARMERS BLVD","JORDAN AV","14359","POINT (-73.7657448099 40.701793426)"
"30130013","R","W","W corner of NASSAU AV and ECKFORD ST","D","BKN013","998,276.82593706","203,202.57625622","998,340.61813231","203,190.60744813","NASSAU AV","ECKFORD ST","9160","POINT (-73.9493943938 40.7244096774)"
"30240191","S","NE","NE corner of LAFAYETTE AV and CARLTON AV","D","BKN024","992,133.21486473","189,816.06923664","992,103.8061309","189,787.60472663","LAFAYETTE AV","CARLTON AV","35989","POINT (-73.9715748186 40.6876744834)"
"31030003","S","W","W corner of 5 AV and 90 ST","D","BKS103","976,346.25956206","164,847.73433088","976,390.36347649","164,857.62932421","5 AV","90 ST","19697","POINT (-74.0284699314 40.6191418408)"
"41430075","D","Direction TBD","Location Description T/K","O","QE143","1,053,800.26410256","156,128.70485297","1,053,798.0375448","156,150.48933413","Street Name TBD",,"96494","POINT (-73.7495646188 40.5949405259)"
"40420022","H","Direction TBD","Location Description T/K","P","QW042","1,020,559.59830056","207,257.98021889","1,020,537.51357567","207,315.26145568","Street Name TBD",,"17455","POINT (-73.8689814053 40.7354773592)"
